File_name,img_width,img_height,NO._of_labels,image_path,label_path,box_0_name,box_0_width,box_0_height,box_1_name,box_1_width,box_1_height
0015_MRHN_DRNV_0045_F,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRHN_DRNV_0045_F.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRHN_DRNV_0045_F.txt,Disposable Respirator Without Valve,74,87,Person wearing Disposable Respirator Without Valve,163.0,219.0
0015_MRHN_DRNV_0090_B,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRHN_DRNV_0090_B.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRHN_DRNV_0090_B.txt,Disposable Respirator Without Valve,61,50,Person wearing Disposable Respirator Without Valve,169.0,196.0
0015_MRHN_DRNV_0090_F,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRHN_DRNV_0090_F.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRHN_DRNV_0090_F.txt,Disposable Respirator Without Valve,99,89,Person wearing Disposable Respirator Without Valve,163.0,198.0
0015_MRHN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRHN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRHN_SRGM_0000.txt,Surgical Mask,60,116,Person wearing Surgical Mask,147.0,266.0
0015_MRHN_SRGM_0045_B,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRHN_SRGM_0045_B.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRHN_SRGM_0045_B.txt,Surgical Mask,57,111,Person wearing Surgical Mask,154.0,266.0
0015_MRHN_SRGM_0045_F,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRHN_SRGM_0045_F.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRHN_SRGM_0045_F.txt,Surgical Mask,70,137,Person wearing Surgical Mask,156.0,308.0
0015_MRHN_SRGM_0090_B,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRHN_SRGM_0090_B.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRHN_SRGM_0090_B.txt,Surgical Mask,48,77,Person wearing Surgical Mask,164.0,243.0
0015_MRHN_SRGM_0090_F,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRHN_SRGM_0090_F.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRHN_SRGM_0090_F.txt,Surgical Mask,75,129,Person wearing Surgical Mask,162.0,283.0
0015_MRNC_DRNV_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRNC_DRNV_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNC_DRNV_0000.txt,Disposable Respirator Without Valve,92,69,Person wearing Disposable Respirator Without Valve,123.0,243.0
0015_MRNC_DRNV_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRNC_DRNV_0045.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNC_DRNV_0045.txt,Disposable Respirator Without Valve,79,70,Person wearing Disposable Respirator Without Valve,133.0,232.0
0015_MRNC_DRNV_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRNC_DRNV_0090.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNC_DRNV_0090.txt,Disposable Respirator Without Valve,83,71,Person wearing Disposable Respirator Without Valve,158.0,219.0
0015_MRNC_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRNC_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNC_SRGM_0000.txt,Surgical Mask,102,54,Person wearing Surgical Mask,117.0,196.0
0015_MRNC_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRNC_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNC_SRGM_0045.txt,Surgical Mask,95,53,Person wearing Surgical Mask,130.0,189.0
0015_MRNC_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRNC_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNC_SRGM_0090.txt,Surgical Mask,77,52,Person wearing Surgical Mask,161.0,185.0
0015_MRNN_DRNV_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRNN_DRNV_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNN_DRNV_0000.txt,Disposable Respirator Without Valve,93,90,Person wearing Disposable Respirator Without Valve,118.0,210.0
0015_MRNN_DRNV_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRNN_DRNV_0045.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNN_DRNV_0045.txt,Disposable Respirator Without Valve,95,91,Person wearing Disposable Respirator Without Valve,129.0,208.0
0015_MRNN_DRNV_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRNN_DRNV_0090.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNN_DRNV_0090.txt,Disposable Respirator Without Valve,86,83,Person wearing Disposable Respirator Without Valve,158.0,194.0
0015_MRNN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRNN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNN_SRGM_0000.txt,Surgical Mask,107,79,Person wearing Surgical Mask,123.0,215.0
0015_MRNN_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRNN_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNN_SRGM_0045.txt,Surgical Mask,101,75,Person wearing Surgical Mask,149.0,215.0
0015_MRNN_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRNN_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNN_SRGM_0090.txt,Surgical Mask,98,77,Person wearing Surgical Mask,175.0,191.0
0015_MRNW_0000,360,360,1,C:\karthi\Projects\Mini project\Images\0015_MRNW_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNW_0000.txt,Person Not wearing Mask,115,190,,,
0015_MRNW_0000_2,360,360,1,C:\karthi\Projects\Mini project\Images\0015_MRNW_0000_2.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNW_0000_2.txt,Person Not wearing Mask,115,190,,,
0015_MRNW_0045,360,360,1,C:\karthi\Projects\Mini project\Images\0015_MRNW_0045.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNW_0045.txt,Person Not wearing Mask,132,186,,,
0015_MRNW_0045_2,360,360,1,C:\karthi\Projects\Mini project\Images\0015_MRNW_0045_2.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNW_0045_2.txt,Person Not wearing Mask,132,186,,,
0015_MRNW_0090,360,360,1,C:\karthi\Projects\Mini project\Images\0015_MRNW_0090.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNW_0090.txt,Person Not wearing Mask,160,183,,,
0015_MRNW_0090_2,360,360,1,C:\karthi\Projects\Mini project\Images\0015_MRNW_0090_2.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRNW_0090_2.txt,Person Not wearing Mask,160,183,,,
0015_MRTN_DRNV_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRTN_DRNV_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRTN_DRNV_0000.txt,Disposable Respirator Without Valve,115,109,Person wearing Disposable Respirator Without Valve,135.0,247.0
0015_MRTN_DRNV_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRTN_DRNV_0045.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRTN_DRNV_0045.txt,Disposable Respirator Without Valve,110,105,Person wearing Disposable Respirator Without Valve,145.0,231.0
0015_MRTN_DRNV_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRTN_DRNV_0090.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRTN_DRNV_0090.txt,Disposable Respirator Without Valve,105,95,Person wearing Disposable Respirator Without Valve,192.0,209.0
0015_MRTN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRTN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRTN_SRGM_0000.txt,Surgical Mask,113,87,Person wearing Surgical Mask,129.0,208.0
0015_MRTN_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRTN_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRTN_SRGM_0045.txt,Surgical Mask,105,84,Person wearing Surgical Mask,144.0,197.0
0015_MRTN_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MRTN_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0015_MRTN_SRGM_0090.txt,Surgical Mask,100,83,Person wearing Surgical Mask,173.0,194.0
0015_MSFC_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MSFC_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0015_MSFC_SRGM_0000.txt,Surgical Mask,114,78,Person wearing Surgical Mask,118.0,180.0
0015_MSFC_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MSFC_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0015_MSFC_SRGM_0045.txt,Surgical Mask,91,78,Person wearing Surgical Mask,132.0,171.0
0015_MSFC_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0015_MSFC_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0015_MSFC_SRGM_0090.txt,Surgical Mask,70,70,Person wearing Surgical Mask,145.0,165.0
0016_MRCW_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRCW_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRCW_NMDM_0000.txt,Non-Medical Mask,82,61,Person wearing Non-Medical Mask,110.0,167.0
0016_MRCW_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRCW_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRCW_NMDM_0045.txt,Non-Medical Mask,81,61,Person wearing Non-Medical Mask,124.0,165.0
0016_MRCW_NMDM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRCW_NMDM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRCW_NMDM_0090.txt,Non-Medical Mask,70,62,Person wearing Non-Medical Mask,129.0,152.0
0016_MRFH_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRFH_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRFH_NMDM_0000.txt,Non-Medical Mask,95,65,Person wearing Non-Medical Mask,101.0,155.0
0016_MRFH_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRFH_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRFH_NMDM_0045.txt,Non-Medical Mask,90,61,Person wearing Non-Medical Mask,118.0,151.0
0016_MRFH_NMDM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRFH_NMDM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRFH_NMDM_0090.txt,Non-Medical Mask,57,54,Person wearing Non-Medical Mask,133.0,140.0
0016_MRHN_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRHN_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRHN_NMDM_0000.txt,Non-Medical Mask,53,88,Person wearing Non-Medical Mask,129.0,206.0
0016_MRHN_NMDM_0045_F,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRHN_NMDM_0045_F.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRHN_NMDM_0045_F.txt,Non-Medical Mask,74,96,Person wearing Non-Medical Mask,131.0,212.0
0016_MRHN_NMDM_0090_B,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRHN_NMDM_0090_B.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRHN_NMDM_0090_B.txt,Non-Medical Mask,42,34,Person wearing Non-Medical Mask,132.0,159.0
0016_MRHN_NMDM_0090_F,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRHN_NMDM_0090_F.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRHN_NMDM_0090_F.txt,Non-Medical Mask,57,96,Person wearing Non-Medical Mask,120.0,186.0
0016_MRNC_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRNC_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRNC_NMDM_0000.txt,Non-Medical Mask,77,43,Person wearing Non-Medical Mask,105.0,169.0
0016_MRNC_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRNC_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRNC_NMDM_0045.txt,Non-Medical Mask,65,48,Person wearing Non-Medical Mask,122.0,174.0
0016_MRNC_NMDM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRNC_NMDM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRNC_NMDM_0090.txt,Non-Medical Mask,53,47,Person wearing Non-Medical Mask,141.0,168.0
0016_MRNN_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRNN_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRNN_NMDM_0000.txt,Non-Medical Mask,79,54,Person wearing Non-Medical Mask,107.0,164.0
0016_MRNN_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRNN_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRNN_NMDM_0045.txt,Non-Medical Mask,76,62,Person wearing Non-Medical Mask,106.0,158.0
0016_MRNN_NMDM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRNN_NMDM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRNN_NMDM_0090.txt,Non-Medical Mask,65,62,Person wearing Non-Medical Mask,118.0,142.0
0016_MRNW_0000,360,360,1,C:\karthi\Projects\Mini project\Images\0016_MRNW_0000.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRNW_0000.txt,Person Not wearing Mask,100,154,,,
0016_MRNW_0045,360,360,1,C:\karthi\Projects\Mini project\Images\0016_MRNW_0045.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRNW_0045.txt,Person Not wearing Mask,124,157,,,
0016_MRNW_0090,360,360,1,C:\karthi\Projects\Mini project\Images\0016_MRNW_0090.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRNW_0090.txt,Person Not wearing Mask,158,154,,,
0016_MRTN_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRTN_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRTN_NMDM_0000.txt,Non-Medical Mask,81,59,Person wearing Non-Medical Mask,114.0,163.0
0016_MRTN_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRTN_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRTN_NMDM_0045.txt,Non-Medical Mask,71,55,Person wearing Non-Medical Mask,115.0,159.0
0016_MRTN_NMDM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MRTN_NMDM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0016_MRTN_NMDM_0090.txt,Non-Medical Mask,62,53,Person wearing Non-Medical Mask,125.0,148.0
0016_MSFC_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MSFC_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0016_MSFC_NMDM_0000.txt,Non-Medical Mask,90,59,Person wearing Non-Medical Mask,110.0,159.0
0016_MSFC_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MSFC_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0016_MSFC_NMDM_0045.txt,Non-Medical Mask,76,57,Person wearing Non-Medical Mask,127.0,153.0
0016_MSFC_NMDM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0016_MSFC_NMDM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0016_MSFC_NMDM_0090.txt,Non-Medical Mask,47,54,Person wearing Non-Medical Mask,128.0,137.0
0002_MRCW_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRCW_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRCW_NMDM_0000.txt,Non-Medical Mask,79,75,Person wearing Non-Medical Mask,99.0,146.0
0002_MRCW_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRCW_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRCW_NMDM_0045.txt,Non-Medical Mask,70,80,Person wearing Non-Medical Mask,128.0,154.0
0002_MRCW_NMDM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRCW_NMDM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRCW_NMDM_0090.txt,Non-Medical Mask,53,66,Person wearing Non-Medical Mask,131.0,137.0
0002_MRCW_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRCW_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRCW_SRGM_0000.txt,Surgical Mask,67,59,Person wearing Surgical Mask,86.0,124.0
0002_MRCW_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRCW_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRCW_SRGM_0045.txt,Surgical Mask,66,68,Person wearing Surgical Mask,105.0,129.0
0002_MRCW_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRCW_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRCW_SRGM_0090.txt,Surgical Mask,54,57,Person wearing Surgical Mask,122.0,133.0
0002_MRFH_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRFH_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRFH_NMDM_0000.txt,Non-Medical Mask,72,65,Person wearing Non-Medical Mask,82.0,138.0
0002_MRFH_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRFH_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRFH_NMDM_0045.txt,Non-Medical Mask,66,51,Person wearing Non-Medical Mask,102.0,149.0
0002_MRFH_NMDM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRFH_NMDM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRFH_NMDM_0090.txt,Non-Medical Mask,54,49,Person wearing Non-Medical Mask,111.0,139.0
0002_MRFH_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRFH_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRFH_SRGM_0000.txt,Surgical Mask,77,41,Person wearing Surgical Mask,92.0,132.0
0002_MRFH_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRFH_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRFH_SRGM_0045.txt,Surgical Mask,78,38,Person wearing Surgical Mask,114.0,137.0
0002_MRFH_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRFH_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRFH_SRGM_0090.txt,Surgical Mask,58,38,Person wearing Surgical Mask,115.0,119.0
0002_MRHN_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRHN_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRHN_NMDM_0000.txt,Non-Medical Mask,68,73,Person wearing Non-Medical Mask,132.0,195.0
0002_MRHN_NMDM_0045_B,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRHN_NMDM_0045_B.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRHN_NMDM_0045_B.txt,Non-Medical Mask,58,57,Person wearing Non-Medical Mask,137.0,177.0
0002_MRHN_NMDM_0045_F,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRHN_NMDM_0045_F.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRHN_NMDM_0045_F.txt,Non-Medical Mask,64,74,Person wearing Non-Medical Mask,132.0,205.0
0002_MRHN_NMDM_0090_B,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRHN_NMDM_0090_B.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRHN_NMDM_0090_B.txt,Non-Medical Mask,40,51,Person wearing Non-Medical Mask,123.0,142.0
0002_MRHN_NMDM_0090_F,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRHN_NMDM_0090_F.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRHN_NMDM_0090_F.txt,Non-Medical Mask,79,68,Person wearing Non-Medical Mask,109.0,195.0
0002_MRHN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRHN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRHN_SRGM_0000.txt,Surgical Mask,45,87,Person wearing Surgical Mask,106.0,172.0
0002_MRHN_SRGM_0045_B,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRHN_SRGM_0045_B.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRHN_SRGM_0045_B.txt,Surgical Mask,38,73,Person wearing Surgical Mask,127.0,154.0
0002_MRHN_SRGM_0045_F,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRHN_SRGM_0045_F.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRHN_SRGM_0045_F.txt,Surgical Mask,41,99,Person wearing Surgical Mask,113.0,192.0
0002_MRHN_SRGM_0090_B,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRHN_SRGM_0090_B.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRHN_SRGM_0090_B.txt,Surgical Mask,34,46,Person wearing Surgical Mask,116.0,146.0
0002_MRHN_SRGM_0090_F,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRHN_SRGM_0090_F.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRHN_SRGM_0090_F.txt,Surgical Mask,49,104,Person wearing Surgical Mask,113.0,192.0
0002_MRNC_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRNC_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNC_NMDM_0000.txt,Non-Medical Mask,80,43,Person wearing Non-Medical Mask,102.0,165.0
0002_MRNC_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRNC_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNC_NMDM_0045.txt,Non-Medical Mask,57,34,Person wearing Non-Medical Mask,101.0,151.0
0002_MRNC_NMDM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRNC_NMDM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNC_NMDM_0090.txt,Non-Medical Mask,40,28,Person wearing Non-Medical Mask,110.0,139.0
0002_MRNC_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRNC_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNC_SRGM_0000.txt,Surgical Mask,73,34,Person wearing Surgical Mask,93.0,139.0
0002_MRNC_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRNC_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNC_SRGM_0045.txt,Surgical Mask,52,32,Person wearing Surgical Mask,101.0,140.0
0002_MRNC_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRNC_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNC_SRGM_0090.txt,Surgical Mask,57,25,Person wearing Surgical Mask,117.0,130.0
0002_MRNN_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRNN_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNN_NMDM_0000.txt,Non-Medical Mask,82,54,Person wearing Non-Medical Mask,101.0,147.0
0002_MRNN_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRNN_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNN_NMDM_0045.txt,Non-Medical Mask,65,50,Person wearing Non-Medical Mask,114.0,145.0
0002_MRNN_NMDM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRNN_NMDM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNN_NMDM_0090.txt,Non-Medical Mask,56,48,Person wearing Non-Medical Mask,119.0,133.0
0002_MRNN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRNN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNN_SRGM_0000.txt,Surgical Mask,71,47,Person wearing Surgical Mask,91.0,127.0
0002_MRNN_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRNN_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNN_SRGM_0045.txt,Surgical Mask,74,51,Person wearing Surgical Mask,107.0,137.0
0002_MRNN_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRNN_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNN_SRGM_0090.txt,Surgical Mask,59,48,Person wearing Surgical Mask,131.0,141.0
0002_MRNW_0000,360,360,1,C:\karthi\Projects\Mini project\Images\0002_MRNW_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNW_0000.txt,Person Not wearing Mask,86,119,,,
0002_MRNW_0045,360,360,1,C:\karthi\Projects\Mini project\Images\0002_MRNW_0045.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNW_0045.txt,Person Not wearing Mask,111,131,,,
0002_MRNW_0090,360,360,1,C:\karthi\Projects\Mini project\Images\0002_MRNW_0090.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRNW_0090.txt,Person Not wearing Mask,135,134,,,
0002_MRTN_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRTN_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRTN_NMDM_0000.txt,Non-Medical Mask,67,45,Person wearing Non-Medical Mask,88.0,129.0
0002_MRTN_NMDM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRTN_NMDM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRTN_NMDM_0045.txt,Non-Medical Mask,57,48,Person wearing Non-Medical Mask,101.0,132.0
0002_MRTN_NMDM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRTN_NMDM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRTN_NMDM_0090.txt,Non-Medical Mask,57,53,Person wearing Non-Medical Mask,126.0,129.0
0002_MRTN_SRGM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRTN_SRGM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRTN_SRGM_0000.txt,Surgical Mask,78,56,Person wearing Surgical Mask,100.0,140.0
0002_MRTN_SRGM_0045,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRTN_SRGM_0045.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRTN_SRGM_0045.txt,Surgical Mask,68,55,Person wearing Surgical Mask,99.0,131.0
0002_MRTN_SRGM_0090,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MRTN_SRGM_0090.jpg,C:\karthi\Projects\Mini project\Labels\0002_MRTN_SRGM_0090.txt,Surgical Mask,62,46,Person wearing Surgical Mask,120.0,127.0
0002_MSFC_NMDM_0000,360,360,2,C:\karthi\Projects\Mini project\Images\0002_MSFC_NMDM_0000.jpg,C:\karthi\Projects\Mini project\Labels\0002_MSFC_NMDM_0000.txt,Non-Medical Mask,86,54,Person wearing Non-Medical Mask,97.0,136.0
